CustomerID,R,F,M,RFMSegment,RFMScore,CustomerGroup
641,13470.0,3,4,4,344,11,Bronze
642,13471.0,1,1,1,111,3,Gold
643,13472.0,4,3,3,433,10,Bronze
644,13473.0,2,2,1,221,5,Gold
645,13474.0,3,2,3,323,8,Sliver
646,13475.0,3,2,2,322,7,Sliver
647,13476.0,3,2,2,322,7,Sliver
648,13477.0,2,1,1,211,4,Gold
649,13478.0,4,2,1,421,7,Sliver
650,13479.0,3,2,2,322,7,Sliver
651,13480.0,4,3,3,433,10,Bronze
652,13481.0,2,1,1,211,4,Gold
653,13482.0,3,4,3,343,10,Bronze
654,13483.0,2,4,4,244,10,Bronze
655,13484.0,3,3,3,333,9,Bronze
656,13485.0,3,1,1,311,5,Gold
657,13486.0,2,2,2,222,6,Sliver
658,13487.0,2,3,2,232,7,Sliver
659,13488.0,1,1,1,111,3,Gold
660,13489.0,3,4,3,343,10,Bronze
661,13490.0,4,4,4,444,12,Bronze
662,13491.0,2,1,1,211,4,Gold
663,13494.0,3,4,4,344,11,Bronze
664,13495.0,1,2,1,121,4,Gold
665,13496.0,1,3,3,133,7,Sliver
666,13497.0,3,2,2,322,7,Sliver
667,13498.0,4,4,4,444,12,Bronze
668,13499.0,1,3,2,132,6,Sliver
669,13500.0,1,2,2,122,5,Gold
670,13502.0,1,3,3,133,7,Sliver
671,13503.0,2,1,2,212,5,Gold
672,13504.0,2,3,4,234,9,Bronze
673,13506.0,3,2,2,322,7,Sliver
674,13507.0,1,1,1,111,3,Gold
675,13508.0,3,3,4,334,10,Bronze
676,13509.0,1,3,2,132,6,Sliver
677,13510.0,1,1,1,111,3,Gold
678,13511.0,4,4,4,444,12,Bronze
679,13512.0,3,3,3,333,9,Bronze
680,13513.0,3,3,3,333,9,Bronze
681,13514.0,2,3,3,233,8,Sliver
682,13515.0,2,2,2,222,6,Sliver
683,13516.0,1,2,2,122,5,Gold
684,13517.0,2,1,2,212,5,Gold
685,13518.0,2,3,3,233,8,Sliver
686,13519.0,2,4,3,243,9,Bronze
687,13521.0,1,1,2,112,4,Gold
688,13522.0,2,4,4,244,10,Bronze
689,13523.0,2,1,1,211,4,Gold
690,13524.0,2,3,3,233,8,Sliver
691,13525.0,1,4,3,143,8,Sliver
692,13526.0,4,3,2,432,9,Bronze
693,13527.0,2,1,1,211,4,Gold
694,13529.0,2,4,4,244,10,Bronze
695,13530.0,4,4,3,443,11,Bronze
696,13531.0,3,2,2,322,7,Sliver
697,13532.0,2,2,4,224,8,Sliver
698,13533.0,3,2,4,324,9,Bronze
699,13534.0,1,1,1,111,3,Gold
700,13535.0,4,4,4,444,12,Bronze
701,13536.0,1,1,1,111,3,Gold
702,13537.0,4,3,3,433,10,Bronze
703,13538.0,2,1,1,211,4,Gold
704,13539.0,2,2,2,222,6,Sliver
705,13540.0,4,3,3,433,10,Bronze
706,13541.0,4,4,3,443,11,Bronze
707,13542.0,3,1,1,311,5,Gold
708,13543.0,4,3,2,432,9,Bronze
709,13544.0,2,1,3,213,6,Sliver
710,13545.0,4,2,3,423,9,Bronze
711,13546.0,1,1,2,112,4,Gold
712,13547.0,4,3,4,434,11,Bronze
713,13548.0,2,1,2,212,5,Gold
714,13549.0,1,2,2,122,5,Gold
715,13550.0,4,3,3,433,10,Bronze
716,13551.0,3,4,4,344,11,Bronze
717,13552.0,2,1,1,211,4,Gold
718,13553.0,4,2,3,423,9,Bronze
719,13554.0,3,1,2,312,6,Sliver
720,13555.0,2,1,1,211,4,Gold
721,13556.0,4,4,4,444,12,Bronze
722,13557.0,2,1,1,211,4,Gold
723,13558.0,1,1,3,113,5,Gold
724,13559.0,4,4,2,442,10,Bronze
725,13560.0,1,3,4,134,8,Sliver
726,13561.0,3,1,2,312,6,Sliver
727,13562.0,2,1,1,211,4,Gold
728,13563.0,2,3,3,233,8,Sliver
729,13564.0,3,1,1,311,5,Gold
730,13565.0,1,2,3,123,6,Sliver
731,13566.0,2,1,2,212,5,Gold
732,13567.0,4,1,2,412,7,Sliver
733,13568.0,3,3,4,334,10,Bronze
734,13569.0,1,1,3,113,5,Gold
735,13570.0,3,3,4,334,10,Bronze
736,13571.0,1,1,1,111,3,Gold
737,13572.0,3,3,2,332,8,Sliver
738,13573.0,2,2,2,222,6,Sliver
739,13574.0,4,2,3,423,9,Bronze
740,13575.0,1,3,3,133,7,Sliver
741,13576.0,1,1,1,111,3,Gold
742,13577.0,1,1,1,111,3,Gold
743,13578.0,4,4,4,444,12,Bronze
744,13579.0,1,2,2,122,5,Gold
745,13580.0,4,4,4,444,12,Bronze
746,13581.0,3,3,4,334,10,Bronze
747,13582.0,4,4,4,444,12,Bronze
748,13583.0,3,2,2,322,7,Sliver
749,13584.0,3,2,3,323,8,Sliver
750,13585.0,4,3,3,433,10,Bronze
751,13586.0,4,4,4,444,12,Bronze
752,13587.0,2,3,2,232,7,Sliver
753,13588.0,1,1,1,111,3,Gold
754,13589.0,1,3,2,132,6,Sliver
755,13590.0,1,1,1,111,3,Gold
756,13591.0,2,2,2,222,6,Sliver
757,13592.0,2,4,4,244,10,Bronze
758,13593.0,3,1,1,311,5,Gold
759,13594.0,2,3,3,233,8,Sliver
760,13595.0,4,1,3,413,8,Sliver
761,13596.0,1,1,3,113,5,Gold
762,13597.0,4,4,3,443,11,Bronze
763,13598.0,2,2,3,223,7,Sliver
764,13599.0,1,1,1,111,3,Gold
765,13600.0,3,3,3,333,9,Bronze
766,13601.0,2,1,2,212,5,Gold
767,13602.0,2,2,2,222,6,Sliver
768,13603.0,2,3,4,234,9,Bronze
769,13604.0,4,3,3,433,10,Bronze
770,13605.0,4,2,3,423,9,Bronze
771,13606.0,2,3,4,234,9,Bronze
772,13607.0,2,2,2,222,6,Sliver
773,13608.0,4,3,4,434,11,Bronze
774,13609.0,4,4,4,444,12,Bronze
775,13610.0,1,1,2,112,4,Gold
776,13611.0,2,1,1,211,4,Gold
777,13612.0,4,3,3,433,10,Bronze
778,13613.0,4,2,2,422,8,Sliver
779,13614.0,1,1,1,111,3,Gold
780,13615.0,3,1,1,311,5,Gold
781,13616.0,4,3,4,434,11,Bronze
782,13617.0,2,2,2,222,6,Sliver
783,13618.0,3,4,4,344,11,Bronze
784,13619.0,4,3,4,434,11,Bronze
785,13620.0,4,4,4,444,12,Bronze
786,13621.0,3,4,4,344,11,Bronze
787,13622.0,4,3,3,433,10,Bronze
788,13623.0,2,1,1,211,4,Gold
789,13624.0,4,3,3,433,10,Bronze
790,13625.0,4,3,4,434,11,Bronze
791,13626.0,3,3,3,333,9,Bronze
792,13627.0,2,2,1,221,5,Gold
793,13628.0,4,4,4,444,12,Bronze
794,13629.0,1,2,1,121,4,Gold
795,13630.0,1,2,2,122,5,Gold
796,13631.0,3,4,1,341,8,Sliver
797,13632.0,1,1,1,111,3,Gold
798,13634.0,2,1,1,211,4,Gold
799,13635.0,2,1,1,211,4,Gold
800,13636.0,2,2,2,222,6,Sliver
801,13637.0,2,2,3,223,7,Sliver
802,13638.0,1,4,4,144,9,Bronze
803,13639.0,2,2,2,222,6,Sliver
804,13640.0,4,4,3,443,11,Bronze
805,13641.0,4,3,2,432,9,Bronze
806,13642.0,3,2,3,323,8,Sliver
807,13643.0,2,2,1,221,5,Gold
808,13644.0,1,1,1,111,3,Gold
809,13645.0,3,4,4,344,11,Bronze
810,13646.0,4,2,4,424,10,Bronze
811,13647.0,1,1,1,111,3,Gold
812,13648.0,4,2,2,422,8,Sliver
813,13649.0,3,2,2,322,7,Sliver
814,13650.0,1,1,1,111,3,Gold
815,13651.0,2,4,4,244,10,Bronze
816,13652.0,2,1,1,211,4,Gold
817,13653.0,4,4,4,444,12,Bronze
818,13654.0,2,1,1,211,4,Gold
819,13655.0,3,2,1,321,6,Sliver
820,13656.0,3,2,2,322,7,Sliver
821,13657.0,1,4,3,143,8,Sliver
822,13658.0,1,1,1,111,3,Gold
823,13659.0,3,1,1,311,5,Gold
824,13660.0,4,3,4,434,11,Bronze
825,13661.0,4,4,4,444,12,Bronze
826,13662.0,2,2,1,221,5,Gold
827,13663.0,3,2,2,322,7,Sliver
828,13665.0,4,2,2,422,8,Sliver
829,13666.0,2,4,4,244,10,Bronze
830,13667.0,3,2,4,324,9,Bronze
831,13668.0,1,1,1,111,3,Gold
832,13669.0,2,4,3,243,9,Bronze
833,13670.0,2,3,3,233,8,Sliver
834,13671.0,4,2,4,424,10,Bronze
835,13672.0,3,4,3,343,10,Bronze
836,13673.0,1,2,3,123,6,Sliver
837,13674.0,4,4,4,444,12,Bronze
838,13675.0,3,3,3,333,9,Bronze
839,13676.0,4,4,4,444,12,Bronze
840,13677.0,4,2,3,423,9,Bronze
841,13678.0,3,4,4,344,11,Bronze
842,13679.0,4,3,4,434,11,Bronze
843,13680.0,1,1,1,111,3,Gold
844,13681.0,1,2,3,123,6,Sliver
845,13682.0,3,4,4,344,11,Bronze
846,13683.0,4,4,4,444,12,Bronze
847,13684.0,3,2,3,323,8,Sliver
848,13685.0,1,3,1,131,5,Gold
849,13686.0,3,3,3,333,9,Bronze
850,13687.0,4,3,1,431,8,Sliver
851,13688.0,4,4,3,443,11,Bronze
852,13689.0,2,4,2,242,8,Sliver
853,13690.0,2,4,4,244,10,Bronze
854,13691.0,4,2,4,424,10,Bronze
855,13692.0,1,2,1,121,4,Gold
856,13693.0,3,2,2,322,7,Sliver
857,13694.0,1,1,1,111,3,Gold
858,13695.0,2,2,1,221,5,Gold
859,13696.0,4,3,2,432,9,Bronze
860,13697.0,2,4,4,244,10,Bronze
861,13698.0,4,3,3,433,10,Bronze
862,13699.0,3,3,3,333,9,Bronze
863,13700.0,2,1,1,211,4,Gold
864,13701.0,4,4,4,444,12,Bronze
865,13702.0,4,4,4,444,12,Bronze
866,13703.0,3,3,3,333,9,Bronze
867,13704.0,1,2,1,121,4,Gold
868,13705.0,1,2,2,122,5,Gold
869,13706.0,3,3,3,333,9,Bronze
870,13707.0,3,1,1,311,5,Gold
871,13708.0,3,3,4,334,10,Bronze
872,13709.0,1,1,1,111,3,Gold
873,13710.0,2,4,3,243,9,Bronze
874,13711.0,3,2,2,322,7,Sliver
875,13712.0,3,3,3,333,9,Bronze
876,13713.0,4,2,3,423,9,Bronze
877,13714.0,4,3,4,434,11,Bronze
878,13715.0,3,1,1,311,5,Gold
879,13716.0,3,3,4,334,10,Bronze
880,13717.0,2,2,2,222,6,Sliver
881,13718.0,3,4,4,344,11,Bronze
882,13719.0,1,1,1,111,3,Gold
883,13720.0,3,3,3,333,9,Bronze
884,13721.0,2,3,3,233,8,Sliver
885,13722.0,3,1,1,311,5,Gold
886,13723.0,3,2,2,322,7,Sliver
887,13724.0,4,3,4,434,11,Bronze
888,13725.0,2,2,2,222,6,Sliver
889,13726.0,2,3,2,232,7,Sliver
890,13727.0,2,2,2,222,6,Sliver
891,13728.0,2,1,1,211,4,Gold
892,13729.0,4,3,3,433,10,Bronze
893,13730.0,3,3,3,333,9,Bronze
894,13731.0,3,3,3,333,9,Bronze
895,13732.0,2,3,3,233,8,Sliver
896,13733.0,4,3,3,433,10,Bronze
897,13734.0,4,3,1,431,8,Sliver
898,13735.0,1,1,1,111,3,Gold
899,13736.0,1,1,1,111,3,Gold
900,13737.0,3,3,3,333,9,Bronze
901,13738.0,4,2,3,423,9,Bronze
902,13739.0,1,4,4,144,9,Bronze
903,13740.0,3,2,2,322,7,Sliver
904,13741.0,2,3,3,233,8,Sliver
905,13742.0,1,1,1,111,3,Gold
906,13743.0,1,3,2,132,6,Sliver
907,13744.0,2,2,2,222,6,Sliver
908,13745.0,3,2,3,323,8,Sliver
909,13746.0,4,4,4,444,12,Bronze
910,13747.0,3,4,4,344,11,Bronze
911,13748.0,2,2,2,222,6,Sliver
912,13750.0,2,2,1,221,5,Gold
913,13751.0,3,4,4,344,11,Bronze
914,13752.0,3,2,2,322,7,Sliver
915,13753.0,3,2,2,322,7,Sliver
916,13754.0,3,3,3,333,9,Bronze
917,13755.0,1,1,2,112,4,Gold
918,13756.0,1,1,1,111,3,Gold
919,13757.0,4,4,4,444,12,Bronze
920,13758.0,1,1,1,111,3,Gold
921,13759.0,2,3,3,233,8,Sliver
922,13760.0,2,2,2,222,6,Sliver
923,13761.0,2,2,2,222,6,Sliver
924,13762.0,3,3,1,331,7,Sliver
925,13763.0,2,3,1,231,6,Sliver
926,13764.0,2,1,1,211,4,Gold
927,13765.0,4,4,3,443,11,Bronze
928,13766.0,4,4,4,444,12,Bronze
929,13767.0,1,1,1,111,3,Gold
930,13768.0,4,3,2,432,9,Bronze
931,13769.0,1,1,1,111,3,Gold
932,13770.0,4,3,3,433,10,Bronze
933,13771.0,2,1,1,211,4,Gold
934,13772.0,2,1,1,211,4,Gold
935,13773.0,4,4,4,444,12,Bronze
936,13774.0,2,3,3,233,8,Sliver
937,13775.0,4,2,2,422,8,Sliver
938,13776.0,4,4,3,443,11,Bronze
939,13777.0,1,1,1,111,3,Gold
940,13778.0,3,3,2,332,8,Sliver
941,13779.0,4,3,4,434,11,Bronze
942,13780.0,1,2,3,123,6,Sliver
943,13781.0,3,2,3,323,8,Sliver
944,13782.0,1,1,2,112,4,Gold
945,13783.0,4,4,2,442,10,Bronze
946,13784.0,1,3,1,131,5,Gold
947,13785.0,4,3,3,433,10,Bronze
948,13786.0,3,2,1,321,6,Sliver
949,13787.0,2,2,2,222,6,Sliver
950,13788.0,4,4,4,444,12,Bronze
951,13789.0,4,4,4,444,12,Bronze
952,13790.0,1,3,3,133,7,Sliver
953,13791.0,3,4,2,342,9,Bronze
954,13792.0,2,3,3,233,8,Sliver
955,13793.0,4,4,4,444,12,Bronze
956,13794.0,4,4,4,444,12,Bronze
957,13795.0,4,3,2,432,9,Bronze
958,13796.0,4,3,4,434,11,Bronze
959,13797.0,4,2,2,422,8,Sliver
960,13798.0,1,1,1,111,3,Gold
961,13799.0,3,2,1,321,6,Sliver
962,13800.0,3,2,2,322,7,Sliver
963,13801.0,2,3,4,234,9,Bronze
964,13802.0,3,1,1,311,5,Gold
965,13803.0,3,2,2,322,7,Sliver
966,13804.0,2,1,1,211,4,Gold
967,13805.0,2,4,2,242,8,Sliver
968,13806.0,2,4,4,244,10,Bronze
969,13807.0,3,3,3,333,9,Bronze
970,13808.0,1,2,2,122,5,Gold
971,13818.0,4,4,4,444,12,Bronze
972,13819.0,3,2,1,321,6,Sliver
973,13820.0,4,2,3,423,9,Bronze
974,13821.0,3,1,2,312,6,Sliver
975,13822.0,1,2,3,123,6,Sliver
976,13823.0,1,1,1,111,3,Gold
977,13824.0,2,2,1,221,5,Gold
978,13825.0,4,3,4,434,11,Bronze
979,13826.0,3,4,4,344,11,Bronze
980,13827.0,2,2,3,223,7,Sliver
981,13828.0,1,4,4,144,9,Bronze
982,13829.0,4,4,4,444,12,Bronze
983,13830.0,4,4,4,444,12,Bronze
984,13831.0,1,1,1,111,3,Gold
985,13832.0,1,2,3,123,6,Sliver
986,13833.0,3,3,3,333,9,Bronze
987,13834.0,4,4,4,444,12,Bronze
988,13835.0,1,2,2,122,5,Gold
989,13836.0,4,3,3,433,10,Bronze
990,13837.0,3,4,4,344,11,Bronze
991,13838.0,1,1,2,112,4,Gold
992,13839.0,4,4,4,444,12,Bronze
993,13840.0,4,3,3,433,10,Bronze
994,13841.0,3,4,4,344,11,Bronze
995,13842.0,2,1,1,211,4,Gold
996,13843.0,3,4,4,344,11,Bronze
997,13844.0,1,4,3,143,8,Sliver
998,13845.0,2,4,4,244,10,Bronze
999,13846.0,1,2,2,122,5,Gold
1000,13847.0,4,4,4,444,12,Bronze
1001,13848.0,2,4,1,241,7,Sliver
1002,13849.0,2,1,1,211,4,Gold
1003,13850.0,3,2,2,322,7,Sliver
1004,13851.0,2,1,1,211,4,Gold
1005,13852.0,4,4,4,444,12,Bronze
1006,13853.0,2,3,2,232,7,Sliver
1007,13854.0,1,1,1,111,3,Gold
1008,13855.0,4,2,2,422,8,Sliver
1009,13856.0,3,2,2,322,7,Sliver
1010,13857.0,4,2,2,422,8,Sliver
1011,13858.0,2,4,4,244,10,Bronze
1012,13859.0,3,3,3,333,9,Bronze
1013,13860.0,1,2,2,122,5,Gold
1014,13861.0,4,3,4,434,11,Bronze
1015,13862.0,1,1,1,111,3,Gold
1016,13863.0,3,2,2,322,7,Sliver
1017,13864.0,4,4,3,443,11,Bronze
1018,13865.0,2,3,3,233,8,Sliver
1019,13866.0,2,4,4,244,10,Bronze
1020,13867.0,2,2,2,222,6,Sliver
1021,13868.0,1,3,1,131,5,Gold
1022,13869.0,3,1,1,311,5,Gold
1023,13870.0,1,1,1,111,3,Gold
1024,13871.0,1,1,1,111,3,Gold
1025,13872.0,4,2,2,422,8,Sliver
1026,13873.0,3,2,2,322,7,Sliver
1027,13874.0,3,2,2,322,7,Sliver
1028,13875.0,2,1,1,211,4,Gold
1029,13876.0,2,4,4,244,10,Bronze
1030,13877.0,2,3,3,233,8,Sliver
1031,13878.0,2,2,1,221,5,Gold
1032,13879.0,4,3,3,433,10,Bronze
1033,13880.0,1,1,1,111,3,Gold
1034,13881.0,1,1,1,111,3,Gold
1035,13882.0,1,2,2,122,5,Gold
1036,13883.0,1,1,1,111,3,Gold
1037,13884.0,1,1,2,112,4,Gold
1038,13885.0,3,3,3,333,9,Bronze
1039,13886.0,2,4,4,244,10,Bronze
1040,13887.0,3,4,3,343,10,Bronze
1041,13888.0,3,1,2,312,6,Sliver
1042,13889.0,2,2,2,222,6,Sliver
1043,13890.0,1,1,1,111,3,Gold
1044,13891.0,3,2,2,322,7,Sliver
1045,13892.0,2,3,2,232,7,Sliver
1046,13893.0,3,3,3,333,9,Bronze
1047,13894.0,1,3,3,133,7,Sliver
1048,13895.0,2,1,1,211,4,Gold
1049,13896.0,4,3,3,433,10,Bronze
1050,13897.0,2,2,2,222,6,Sliver
1051,13898.0,3,3,3,333,9,Bronze
1052,13899.0,1,4,3,143,8,Sliver
1053,13900.0,3,2,2,322,7,Sliver
1054,13901.0,2,1,1,211,4,Gold
1055,13903.0,4,4,4,444,12,Bronze
1056,13904.0,2,3,3,233,8,Sliver
1057,13905.0,4,4,4,444,12,Bronze
1058,13906.0,4,4,4,444,12,Bronze
1059,13907.0,4,4,4,444,12,Bronze
1060,13908.0,2,2,1,221,5,Gold
1061,13909.0,4,3,4,434,11,Bronze
1062,13911.0,2,1,1,211,4,Gold
1063,13912.0,4,4,4,444,12,Bronze
1064,13913.0,4,4,4,444,12,Bronze
1065,13914.0,1,3,3,133,7,Sliver
1066,13915.0,4,4,4,444,12,Bronze
1067,13916.0,4,2,2,422,8,Sliver
1068,13917.0,2,4,4,244,10,Bronze
1069,13918.0,2,3,2,232,7,Sliver
1070,13920.0,4,2,2,422,8,Sliver
1071,13921.0,4,3,3,433,10,Bronze
1072,13922.0,3,3,2,332,8,Sliver
1073,13923.0,2,4,3,243,9,Bronze
1074,13924.0,1,2,2,122,5,Gold
1075,13925.0,2,3,3,233,8,Sliver
1076,13926.0,1,4,4,144,9,Bronze
1077,13927.0,2,3,3,233,8,Sliver
1078,13928.0,1,3,3,133,7,Sliver
1079,13929.0,3,2,1,321,6,Sliver
1080,13930.0,2,4,3,243,9,Bronze
1081,13931.0,2,1,1,211,4,Gold
1082,13932.0,3,4,4,344,11,Bronze
1083,13933.0,3,3,3,333,9,Bronze
1084,13934.0,3,3,2,332,8,Sliver
1085,13935.0,4,2,1,421,7,Sliver
1086,13936.0,3,2,2,322,7,Sliver
1087,13937.0,3,2,2,322,7,Sliver
1088,13938.0,2,4,4,244,10,Bronze
1089,13939.0,1,2,2,122,5,Gold
1090,13940.0,1,3,2,132,6,Sliver
1091,13941.0,1,2,1,121,4,Gold
1092,13942.0,4,4,4,444,12,Bronze
1093,13943.0,4,4,4,444,12,Bronze
1094,13944.0,4,3,4,434,11,Bronze
1095,13945.0,4,3,2,432,9,Bronze
1096,13946.0,2,2,2,222,6,Sliver
1097,13947.0,2,4,4,244,10,Bronze
1098,13948.0,3,3,3,333,9,Bronze
1099,13949.0,1,1,1,111,3,Gold
1100,13950.0,1,3,3,133,7,Sliver
1101,13951.0,3,3,3,333,9,Bronze
1102,13952.0,3,1,1,311,5,Gold
1103,13953.0,1,3,1,131,5,Gold
1104,13954.0,1,3,3,133,7,Sliver
1105,13955.0,3,2,3,323,8,Sliver
1106,13956.0,1,1,2,112,4,Gold
1107,13957.0,4,3,3,433,10,Bronze
1108,13958.0,3,1,1,311,5,Gold
1109,13959.0,2,1,2,212,5,Gold
1110,13960.0,1,4,4,144,9,Bronze
1111,13961.0,4,4,3,443,11,Bronze
1112,13962.0,1,3,3,133,7,Sliver
1113,13963.0,3,1,1,311,5,Gold
1114,13964.0,4,3,3,433,10,Bronze
1115,13965.0,4,3,2,432,9,Bronze
1116,13966.0,4,3,3,433,10,Bronze
1117,13967.0,3,4,4,344,11,Bronze
1118,13968.0,4,4,4,444,12,Bronze
1119,13969.0,1,1,1,111,3,Gold
1120,13970.0,4,4,2,442,10,Bronze
1121,13971.0,1,1,1,111,3,Gold
1122,13972.0,2,4,4,244,10,Bronze
1123,13973.0,3,4,4,344,11,Bronze
1124,13974.0,2,3,3,233,8,Sliver
1125,13975.0,2,1,1,211,4,Gold
1126,13976.0,3,2,2,322,7,Sliver
1127,13977.0,4,4,3,443,11,Bronze
1128,13978.0,1,4,4,144,9,Bronze
1129,13979.0,2,1,1,211,4,Gold
1130,13980.0,2,2,3,223,7,Sliver
1131,13981.0,4,3,3,433,10,Bronze
1132,13982.0,2,1,1,211,4,Gold
1133,13983.0,2,1,1,211,4,Gold
1134,13984.0,2,2,2,222,6,Sliver
1135,13985.0,1,1,1,111,3,Gold
1136,13986.0,1,4,4,144,9,Bronze
1137,13987.0,3,3,3,333,9,Bronze
1138,13988.0,1,1,1,111,3,Gold
1139,13989.0,2,2,2,222,6,Sliver
1140,13990.0,3,4,4,344,11,Bronze
1141,13991.0,1,2,2,122,5,Gold
1142,13992.0,2,4,4,244,10,Bronze
1143,13993.0,2,1,1,211,4,Gold
1144,13994.0,1,1,1,111,3,Gold
1145,13995.0,1,1,1,111,3,Gold
1146,13996.0,4,3,2,432,9,Bronze
1147,13997.0,4,3,3,433,10,Bronze
1148,13998.0,4,3,3,433,10,Bronze
1149,13999.0,1,1,1,111,3,Gold
1150,14000.0,3,3,2,332,8,Sliver
1151,14001.0,2,2,1,221,5,Gold
1152,14002.0,3,3,3,333,9,Bronze
1153,14003.0,4,4,4,444,12,Bronze
1154,14004.0,2,1,1,211,4,Gold
1155,14005.0,1,2,1,121,4,Gold
1156,14006.0,3,2,1,321,6,Sliver
1157,14007.0,4,4,4,444,12,Bronze
1158,14008.0,4,3,3,433,10,Bronze
1159,14009.0,3,2,2,322,7,Sliver
1160,14010.0,4,3,3,433,10,Bronze
1161,14011.0,4,3,3,433,10,Bronze
1162,14012.0,3,4,4,344,11,Bronze
1163,14013.0,3,2,2,322,7,Sliver
1164,14014.0,2,2,2,222,6,Sliver
1165,14015.0,2,4,2,242,8,Sliver
1166,14017.0,4,4,4,444,12,Bronze
1167,14018.0,4,4,3,443,11,Bronze
1168,14019.0,2,2,2,222,6,Sliver
1169,14020.0,1,2,2,122,5,Gold
1170,14021.0,3,2,2,322,7,Sliver
1171,14022.0,3,3,3,333,9,Bronze
1172,14023.0,1,3,3,133,7,Sliver
1173,14024.0,3,3,3,333,9,Bronze
1174,14025.0,4,2,1,421,7,Sliver
1175,14026.0,4,3,3,433,10,Bronze
1176,14027.0,2,4,4,244,10,Bronze
1177,14028.0,4,4,1,441,9,Bronze
1178,14029.0,2,4,3,243,9,Bronze
1179,14030.0,1,1,1,111,3,Gold
1180,14031.0,1,1,1,111,3,Gold
1181,14032.0,1,1,1,111,3,Gold
1182,14033.0,4,4,4,444,12,Bronze
1183,14034.0,1,2,3,123,6,Sliver
1184,14035.0,2,1,1,211,4,Gold
1185,14036.0,3,3,3,333,9,Bronze
1186,14037.0,3,2,2,322,7,Sliver
1187,14038.0,2,1,1,211,4,Gold
1188,14039.0,2,4,4,244,10,Bronze
1189,14040.0,2,1,1,211,4,Gold
1190,14041.0,3,3,4,334,10,Bronze
1191,14042.0,4,3,3,433,10,Bronze
1192,14043.0,4,3,4,434,11,Bronze
1193,14044.0,2,1,1,211,4,Gold
1194,14045.0,3,3,1,331,7,Sliver
1195,14046.0,3,4,4,344,11,Bronze
1196,14047.0,1,1,1,111,3,Gold
1197,14048.0,3,1,3,313,7,Sliver
1198,14049.0,1,1,1,111,3,Gold
1199,14050.0,2,2,3,223,7,Sliver
1200,14051.0,1,1,1,111,3,Gold
1201,14052.0,1,2,3,123,6,Sliver
1202,14053.0,3,4,3,343,10,Bronze
1203,14054.0,2,4,4,244,10,Bronze
1204,14055.0,3,3,2,332,8,Sliver
1205,14056.0,1,1,1,111,3,Gold
1206,14057.0,1,1,1,111,3,Gold
1207,14058.0,4,3,3,433,10,Bronze
1208,14059.0,3,4,4,344,11,Bronze
1209,14060.0,1,1,1,111,3,Gold
1210,14061.0,4,4,2,442,10,Bronze
1211,14062.0,1,1,1,111,3,Gold
1212,14063.0,4,3,1,431,8,Sliver
1213,14064.0,2,1,1,211,4,Gold
1214,14065.0,4,3,2,432,9,Bronze
1215,14066.0,3,4,4,344,11,Bronze
1216,14067.0,2,3,3,233,8,Sliver
1217,14068.0,3,2,2,322,7,Sliver
1218,14069.0,4,3,4,434,11,Bronze
1219,14070.0,4,3,4,434,11,Bronze
1220,14071.0,1,1,2,112,4,Gold
1221,14072.0,4,4,3,443,11,Bronze
1222,14073.0,2,4,4,244,10,Bronze
1223,14074.0,4,4,4,444,12,Bronze
1224,14075.0,1,2,2,122,5,Gold
1225,14076.0,3,3,4,334,10,Bronze
1226,14077.0,2,2,3,223,7,Sliver
1227,14078.0,3,1,2,312,6,Sliver
1228,14079.0,3,4,3,343,10,Bronze
1229,14080.0,2,2,2,222,6,Sliver
1230,14081.0,3,1,1,311,5,Gold
1231,14082.0,3,2,3,323,8,Sliver
1232,14083.0,1,1,2,112,4,Gold
1233,14084.0,4,4,4,444,12,Bronze
1234,14085.0,1,1,1,111,3,Gold
1235,14086.0,4,4,4,444,12,Bronze
1236,14087.0,1,1,2,112,4,Gold
1237,14088.0,1,1,1,111,3,Gold
1238,14089.0,2,4,4,244,10,Bronze
1239,14090.0,3,4,4,344,11,Bronze
1240,14091.0,4,4,1,441,9,Bronze
1241,14092.0,1,1,1,111,3,Gold
1242,14093.0,1,2,3,123,6,Sliver
1243,14094.0,4,3,4,434,11,Bronze
1244,14095.0,4,4,4,444,12,Bronze
1245,14096.0,1,1,1,111,3,Gold
1246,14097.0,4,3,3,433,10,Bronze
1247,14098.0,2,3,4,234,9,Bronze
1248,14099.0,1,1,1,111,3,Gold
1249,14100.0,3,3,4,334,10,Bronze
1250,14101.0,2,2,1,221,5,Gold
1251,14102.0,1,2,2,122,5,Gold
1252,14104.0,3,2,3,323,8,Sliver
1253,14105.0,3,1,1,311,5,Gold
1254,14106.0,4,4,4,444,12,Bronze
1255,14107.0,2,1,1,211,4,Gold
1256,14108.0,2,3,2,232,7,Sliver
1257,14109.0,2,4,4,244,10,Bronze
1258,14110.0,1,1,1,111,3,Gold
1259,14111.0,1,4,3,143,8,Sliver
1260,14112.0,1,1,1,111,3,Gold
1261,14113.0,1,2,1,121,4,Gold
1262,14114.0,3,2,2,322,7,Sliver
1263,14115.0,4,3,3,433,10,Bronze
1264,14116.0,1,2,2,122,5,Gold
1265,14117.0,3,4,4,344,11,Bronze
1266,14118.0,4,4,3,443,11,Bronze
1267,14119.0,3,4,4,344,11,Bronze
1268,14121.0,1,1,1,111,3,Gold
1269,14122.0,4,4,3,443,11,Bronze
1270,14123.0,4,3,3,433,10,Bronze
